id,text
FBI_10,Ahmed Doha and Abu Ayyash are both registered as graduate students at the University of Missouri in Columbia%2C MO. Both Doha and Ayyash have Saudi student visas issued in July%2C 2001.  Doha was charged with filing a fraudulent insurance claim. On 10 October%2C 2003 Doha filed a claim with Ayyash's insurance company%2C Central Farmers Auto Insurance Co.%2C for a back injury he said he suffered on 12 September%2C 2003 when his car was struck from behind by one driven by Ayyash. Doha's insurance company is the Mid States Insurance Company. Both the Mid States and Central Farmers representatives who subsequently investigated the accident and who handled this claim both stated that Doha and Ayyash said they did not know each other. Doha was paid $11%2C000 in settlement of this claim on 1 November%2C 2003 by Central Farmer's Insurance Company. A check of the records at Mid States and Central Farmers insurance companies reveals that both Doha and Ayyash paid for their auto insurance policies from the same account at the Columbia First State Bank. On a valid search warrant%2C Doha's apartment at 231 12th St. in Columbia was searched on 20 November%2C 2003 and it was discovered that Ayyash also lives in this apartment. A Dell laptop computer at this residence was taken by the police. Also taken were CDs containing a 7%2C000 page version of the Encyclopedia of Jihad. The computer%2C when examined%2C revealed e-mail messages to and from over 100 addresses in the USA. Many of these messages seemed to involve only personal and academic matters. But one message that attracted attention was sent on 3 November%2C 2003 to an AOL address for a person identified as wshakur. This message read: "4%2C000 you requested sent by wire today." This e-mail address belongs to Wali Shakur%2C who lives at 224 Paulson Ave. in Clifton%2C NJ. Both Hamas and Al Qaeda are known to have a presence in Columbia%2C MO. An investigation continues regarding the possible association of Doha and Ayyash with these groups.
CIA_09,This source reported that over 500 carats of polished diamonds were traded by an organization representing rebel forces in Liberia for an assortment of weapons. The person acquiring the diamonds from this organization was identified only as an Arab businessman who had done such trading in the past. This person requested that these diamonds be sent to an address in Panama City%2C Panama%2C which he gave as: 993 Panamico Ave. The package%2C to be delivered to a Ramundo Ortiz at this address%2C was to be marked for customs purposes as art objects having a commercial value of $250.00.
FBI_09,Among the persons under surveillance for possible Al Qaeda associations in the USA is Khalid Shamrani%2C a Saudi national who lives and works in Houston%2C Texas for the TexEast Petroleum Co. Shamrani has held a work visa since April%2C 2000. Suspicion first fell on Shamrani as a result of his attendance at a meeting of God's Aryan Militia in Denton%2C Texas on 12 March%2C 2003. He attended another meeting of this militia group in Mineral Wells%2C Texas on 16 June%2C 2003. An FBI informant who attends the meetings of this militia group developed a friendship with Shamrani and was invited to his home at 3236 Pine St. in Bellaire%2C Texas. The informant says he there saw elaborate diagrams of the Houston Ship Channel and detailed plans for Reliant Stadium and the Galleria Shopping Mall in Houston. The informant also said that Shamrani revealed his association with an Islamic group that had many of the same objectives as God's Aryan Militia including the elimination of Zioni st influence on the US government. The informant also reported that Shamrani said there would be "big events" in Houston%2C Chicago and in other places during the next year%2C but he did not elaborate on the nature of these events.
FBI_08,On 1 November%2C 2003 Mousa Salah%2C of no fixed address in Herndon%2C VA.%2C was arrested at Dulles International Airport as he attempted to board a flight to London Heathrow. At the time of his arrest he was using a Jordanian passport in the name Shadi abu Hoshar. Salah has been wanted in connection with Hamas fund-raising and other activities in Northern Virginia. It is believed that Salah entered the USA illegally from Windsor%2C Canada into Detroit%2C MI in 2002. Salah was in possession of a Virginia driver's license # T21-23-8820 registered in the name Mousa Salah. Virginia DOT records show that this same license number was issued on 10 August%2C 2001 to a woman named April Stevens of Roanoke%2C VA. Ms Stevens is not the subject of further investigations; she teaches kindergarten classes in Roanoke. The address shown on Salah's driver's license does not exist. Several numbers and initials were written on the back of an envelope in possession of Salah at the time of his arrest; they are: (i) J. T.%2C Detroit%2C (ii) A. H.%2C Newark%2C (iii) M. M.%2C Laurel.
CIA_08,Mohamed al Omari is a Saudi who was apprehended by Pakistani police in Peshawar on 12 January 2003. Omari was badly wounded at the time%2C saying that he was shot while attempting to desert from an Al Qaeda insurgent group that had taken refuge near Parachinar on the Afghanistan-Pakistan border. Omari was placed in a hospital and%2C after his recovery%2C he was encouraged to talk about his Al Qaeda activities. Among the items of information Omari revealed was that he had been at the Farooq training facility in 2001 before the American presence in Afghanistan. He was shown photos of various persons and asked if he could identify any of them. One photo%2C that had been taken in Peshawar on 2 January%2C 2003%2C showed a group of four men. Omari said he knew three of them since they had been with him at the Farooq training camp. One man he identified as Dr. Badawi%2C the second he identified as Mamdouh al Hazmi%2C and the third he identified only as Hasham; Omari could not remember his first name. Omari said that all three were members of Al Qaeda.
FBI_07,RCMP reported the apprehension at Toronto Airport on 1 November%2C 2003 of a man posing as a Dominican priest. This man was traveling from CDG%2C Paris on a French passport under the name: Fr. Augustin Dominique%2C having the address 174 Rue Cardinet%2C Paris. When asked a question about his destination in Toronto%2C the man mistakenly answered in Arabic rather than in French. CSIS have identified this man as Abdal al Hawsawi%2C a Saudi now known to have been associated with a chemical weapons expert in Afghanistan named Abdul Ahmed Nasser. On the ticket folder Hawsawi was carrying appeared the address: 1712 Ferry St%2C Buffalo%2C NY.
CIA_07,On 2 April%2C 2003 the Surete' de l'Etat issued a bulletin concerning a Moroccan named Abdillah Zinedine [alias: Abu Hafs] who had%2C among others%2C been occupying a house at 73 Rue Duhesme. Zinedine had been wanted in connection with an attempt to blow up (faire sauter) the Amercan Embassy in Paris in the Fall of 2001. Zinedine is an explosives expert who was in Afghanistan from 1997 - 2000 and who provided Al Qaeda  members with explosives training at the Al Badr II training camp in the Pakhtia province area of Afghanistan. It has recently been learned that Zinedine left Paris on a flight to Montreal%2C Canada on 1 April%2C 2003. He was using a fraudulent French passport in the name Mehdi Rafiki. Another occupant of the house at 73 Rue Duhesme%2C on interrogation%2C reported that Abu Hafs%2C as he knew Zinedine%2C said he was on his way to Chicago to visit an old friend whom he only identified as Murad. This source%2C identified as another Moroccan Zakarya Ziyad%2C said that Zinedine had mentioned that he and Murad would be doing "great things" in several cities in America.
FBI_06,Regarding Jamal al Quso%2C who was said by MI 5 to have come from London to Chicago in 1999 [see CIA report for 16 May%2C 2003]%2C the Chicago FBI field office responded by reporting that a Jamal al Quso had landed at O'Hare Airport on July 18%2C 1999 using a British passport in his name. A check with USCIS reveals no evidence that he ever left the USA since his arrival. In addition%2C the name Jamal al Quso has been associated by an informant with Islamic Jihad%2C which is known to have a presence in Chicago. On 28 September%2C 2003 a house at 2211 Cermak Rd. in Chicago%2C said by the informer to be occupied by members of Islamic Jihad%2C was raided by an FBI team acting under a warrant. One person%2C Abdul Murad%2C was the only person at this residence at the time of the raid. Thirty kilos%2C of C-4 plastic explosives were found at this residence along with an additional 25 kilos of Semtex. Maps of O'Hare Airport and diagrams of the Sears Tower were also confiscated. Murad%2C now being held%2C has refused to say who the other occupants of this residence are. However%2C on a notepad found in the room Quso possibly occupied at this residence was listed the message [in Arabic]: "Jamal%2C call Khalid S.%2C Texas%2C tomorrow for sure." Jamal al Quso's present location is not known.
CIA_06,(a) Saeed Hasham [aliases: Hamid Qatada%2C Yasir Salman]. Member of central staff%2C Al Qaeda; headed Farooq training camp in Khost area; name appears on many planning documents for insurgent activities in 2002 at Jorm%2C Taloqan%2C and the Salang tunnel; received special notice from Osama bin Laden on 22 September 2002 for his planning of successful insurgent actions. (b) Khalid Taha [no recorded aliases]%2C an Egyptian who headed the Spin Shaga camp in Pakhtia province for Kashmiri militants; specializes in chemical weapons. (c) Fahd al Badawi [no recorded aliases]; a Saudi with a medical degree from University of Cairo%2C Egypt having a specialty in immunology; on medical staff at Farooq training camp in 2001; awarded for successfully treating Osama bin Laden for a bacterial infection in July%2C 2000.
FBI_05,In identifying the presence of possible Hezbollah members in the Charlotte NC area%2C the name Rifai Qasim%2C has recently surfaced. An Egyptian passport in the name of Rifai Qasim was found recently on the floor of the Southern Trailways bus depot in Charlotte%2C NC. Examined by the Charlotte police%2C the picture on this passport matches the appearance of a person using the name Omar Blakely%2C who was charged with the theft%2C on 1 October%2C 2003%2C of several items [total value: $3000] from an electronics supply store in Charlotte. Blakely gave his address as: 3131 Western Ave. in Charlotte. Blakely is now out on bail that was guaranteed by a bail bond company named BailOut%2C in Charlotte%2C NC. The $2%2C000 that this bond cost was paid by a check written on an account at the Carolina First Bank held jointly in the names: Omar Blakely and Muhammed Mustafa. Bank records reveal periodic deposits to this account%2C usually in the amount of $3000%2C from an account at the First Emirate Bank in Dubai%2C UAE. The Carolina First Bank account in the name of Blakely and Mustafa was closed on 23 October%2C 2003 and the house at 3131 Western Ave is now unoccupied. However%2C a search through this abandoned house revealed the envelopes of several letters addressed to Rifai Qasim.
CIA_05,Pyotr Safrygin was formerly director of security at the Vector institute in Strizi%2C Russia. He now holds the position of director of security for Central Russia Airlines. He was born in Lipetsk%2C Russia on 26 December%2C 1950 and now lives in Moscow.
FBI_04,A man using an Illinois driver's license in the name Abu Hafs%2C address 2211 Cermak Rd.. in Chicago%2C rented a car at the Drexel Car Rental Agency in Chicago on 27 September%2C 2003. This car was never returned to the Drexel agency. It was found abandoned in a parking lot at O'Hare Airport on 2 October%2C 2003. On 27 April a roundtrip airline ticket to Hobby Airport in Houston%2C Texas was issued by Central States Airline at O'Hare Airport to a man who gave his name as Mehdi Rafiki. Rafiki paid for this ticket in cash and used as identification a French passport in the name Mehdi Rafiki
CIA_04,This source reports observing%2C near Calamar on 3 March%2C 2003%2C three men he knew were Cubans discussing the transfer of cocaine with members of the National Liberation Army [ELN] in Columbia. The source recognized one of these Cubans as Jose Escalante. This source says that he knew Escalante when they were students in 1991 at a school for medical laboratory technicians in Havana. This source said he believes that Escalante works in some capacity for the Cuban military. Our source also stated that Cuban representatives frequently visit in the tri-border area of Columbia%2C Ecuador and Peru to arrange for the exchange of weapons of various sorts needed by ELN for cocaine%2C that the ELN supplies to the Cubans who sell and distribute this narcotic throughout the Caribbean and Central American region.
FBI_03,In response to the CIA report [29 June%2C 2003] regarding Abu Somad%2C 235 Buckthorn St%2C Inglewood CA%2C and Yazid Bafaba%2C 773 Flaxton St.%2C Culver City%2C CA.%2C investigators visited these two persons at their residences. Both Somad and Bafaba said they had never heard of persons named Riduan Sungkar or Omar Evertts. Each of Somad and Bafaba was asked if they knew the other and they replied that they did not. However%2C it was later established that both Somad and Bafaba appeared together in a surveillance photo taken at the CalNational Bank in Culver City. Records of this bank indicated that Somad and Bafaba hold a joint account at this bank and that they have received several deposits of $1000 to this account from BMI%2C a private Islamic investment company in Newark%2C NJ.
CIA_03,Surveillance report on Cesar Arze%2C whose residence is 77 Avenue Francis%2C Santo Domingo%2C Dominican Republic. Arze%2C who moved from Havana%2C Cuba to Santo Domingo in 1992%2C works as a medical technician in Santo Domingo. Arze is under surveillance because of information that he is associated with Cuban intelligence services. Arze was photographed in company with a man identified as Hector Lopez in Bogota%2C Columbia on 23 January%2C 2003. Lopez%2C a known representative of FARC%2C has conducted narcotics distribution activities throughout South and Central America and the Caribbean.
FBI_02,Riyad Yasser%2C a UK citizen%2C was arrested on 1 May%2C 2003 following an accident on the M4 Motorway near the Heston Service Area outside of London. Yasser has been an air traffic controller at Heathrow Airport for the past six years. Two kilos of Semtex were found in the trunk of his car. A videocassette of a sermon given by Omar Mahmoud Othman%2C formerly a Salafi jihad preacher at the Baker St. Mosque in London%2C was found in Yasser's apartment at # 44%2C Northumberland Circle%2C East Bedfont%2C London. Also found in Yasser's apartment was a note containing several addresses in Canada%2C the USA%2C and in Nassau in the Bahamas. The addresses are: 721 St. Clare St.%2C Montreal; 455 11th Street%2C Miami Beach%2C FL; 1712 Ferry Ave.%2C Camden%2C NJ%2C and 11 Apple St. in Nassau%2C The Bahamas.
CIA_02,(a) David Loiseau%2C Canadian citizen from Toronto. Kanjak Training Camp%2C 2000-2001; wounded near Gizab%2C March 2002. (b) Raeed Beandali%2C American%2C Detroit MI.%2C Mine warfare training%2C Al Khaldun  training camp%2C 2000-2001; wounded near Qalat%2C 26 November%2C 2002; sent to London 12 December%2C 2002. (c) Fahd Khadr%2C Canadian%2C Montreal. Light weapons training Al-Badr I training camp%2C 1999-2000. Sent home 23 October%2C 2000.
FBI_01,This report concerns a bulletin issued on 2 April%2C 2003 by the Surete' de l'Etat in Paris concerning a Moroccan named Abdillah Zinedine%2C alias: Abu Hafs [See CIA report for 17 April%2C 2003].The Surete' reported that Zinedine left Paris on a flight to Montreal%2C Canada on 1 April%2C 2003 and was traveling under a French passport in the name of Mehdi Rafiki. A Mehdi Rafiki did arrive in Montreal on 2 April%2C 2003 and said the purpose of his visit was to attend the funeral of an uncle. He listed his Montreal contact address as 175 Rue Durocher. This address belongs to an Irish pub operated by a man named Patrick O'alley. O'alley says he never heard of any person named Mehdi Rafiki. But a man using a French passport in the name Abu Hafs rented a car at the Canadauto Car Rental Agency in Montreal on 2 April%2C 2003. This rented car was never returned to this agency. It was discovered abandoned on Walden Ave near Schiller Park in Buffalo%2C NY on 6 April%2C 2003
CIA_01,A Russian named Igor Kolokov was arrested in Cairo on 29 January%2C 2003 and charged with assault on an Egyptian police officer who had attempted to arrest him for being drunk in public. Kolokov sells medical supplies throughout the Middle East and represents a company in  Moscow called Medikat. A background check on Kolokov reveals that he was formerly an administrator at the Soviet institute Vector in Strizi%2C near Kirov in Russia. When he was arrested%2C Kolokov was carrying a card with a note on it reading [in Russian]: "Safrygin for H. Q.%2C Peshawar."
DIA_03,A Saudi named Khaled Jehani was captured near Feyzabad on 16 February%2C 2004. When captured Jehani was carrying a laptop computer which%2C when examined%2C was found to contain an assortment of information regarding the SCADA system in the USA that controls%2C among other things%2C our electric grid and natural gas pipelines. This information had been obtained from an Internet site in the USA. In addition%2C this laptop computer contained a variety of information regarding the construction of e-bombs [electromagnetic pulse bombs]. On further interrogation of Jehani%2C he was found to have been trained in computer science at the University of Maryland where he obtained his BA degree [1995] and MA degree [1997]. A list of contacts was found along with information about the SCADA system%2C two of whom are in the USA. The two persons in the USA are: Abu Somad and and Yazid Bafaba in Los Angeles%2C CA. One name in the USA and one in Canada were found along with the information about e-bombs. The Canadian person is R. Derwish [Windsor] and the American is Abdul al Nami [Detroit].
DIA_02,Interrogation of a man calling himself Kamal Abdullah who says he a Jordanian; captured near Asadabad on 1 February%2C 2004. Came to Afghanistan in 2000 for training with Al Qaeda%2C Says he has gone back and forth from Afghanistan to Pakistan on several occasions. Asked where he went in Pakistan%2C Abdullah said he had usually gone to Chitral%2C where he stayed at a refugee camp. He said he was last there in December%2C 2003. Asked if he knew any prominent Al Qaeda persons seeking refuge in Chitral%2C Abdullah could only name three: Ali Sittah%2C an Egyptian who had been on the central staff of Al Qaeda; Talat Rushdi%2C also an Egyptian who ran the Omar training camp in the Khost area%2C and Saeed Hasham%2C a Saudi who had been in charge of planning insurgent missions against the Americans.
DIA_01,Interrogation of Abdul Ahmed Nasser%2C a Saudi born October 1967 in Abba. Captured 3 February%2C 04 at Baglan.  Entered fight against Russians in Chechnya in 1997; went to Afghanistan 1999; provided chemical weapons training to Taliban/Al Qaeda members. Very talkative and says he has former students now in the USA who will shortly have lots of cocktails for "American alcoholic bastards."
CIA_43,Received information from a source following Omar Hanif that yesterday [15 December%2C 2004]%2C Hanif met two men as they departed from the cruise ship "Viking Holiday". The source said that Hanif had taken these men to his residence at 11 Apple St. in Nassau.
CIA_42,This source%2C assigned to cover the activities of Omar Hanif%2C reported that on 1 December%2C 2004 he had followed Hanif as he took an inter-island ship called the "Packet" from Nassau to Freeport in the Bahamas. Hanif was carrying a package that the source said carried a label in what he thought was Russian [but which he could not translate]. The source followed Hanif to the Freeport Star Hotel where%2C in the hotel's parking lot%2C he gave the package to a person named Muslih Odeh%2C who is also under surveillance. The source said that Odeh placed the package in the trunk of a car and immediately drove off.
CIA_41,Additional information was requested on 2 November%2C 2004 of the source who reported on the activities of Pyotr Safrygin on 1 September%2C 2004 [see CIA Report for 15 September%2C 2004]. This source was asked if he recognized the person at the farm  house from whom Safrygin had received the package marked "antibiotics". This source said he did not recognize the person at the farm house%2C but said he later learned that the farm house was owned by a scientist at Vector.
FBI_41,In light of the information in FBI report for 13 December%2C 2004%2C an immediate check was made of other cruise ship lines to see if there were other occurrences of such double bookings by Middle Eastern persons. Positive replies were obtained from the Royal Norwegian Lines in New York City and the Sea Aire Lines in Baltimore%2C MD. Royal Norwegian Lines reported that two men named Wali Shakur and Hamza al Midhar had%2C on 20 September%2C 2004%2C booked first-class accommodations on the "Viking Holiday" that left NYC on 14 November%2C 2004 and returned to NYC from Nassau on 21 November%2C 2004. These same two men had booked first-class accommodations on the same ship that left NYC for Nassau on 12 December%2C 2004 and is due to arrive back in NYC on 19 December%2C 2004. This cruise ship leaves Nassau on 18 December%2C 2004. The Sea Aire Lines reported the following information. Two men named Mounir Mzoudi and Mamoun Zammar had%2C on 21 September%2C 2004 booked two first-class accommodations on the "Caribbean Queen". The first was for a tour that left Baltimore for Freeport%2C The Bahamas on 7 November%2C 2004 and returned to Baltimore on 14 November%2C 2004. The second was for a tour on the "Caribbean Queen" that left Baltimore for Freeport on 12 December%2C 2004 and is due to arrive back in Baltimore on 19 December%2C 2004. This ship leaves Freeport on 17 December%2C 2004.
CIA_40,A case officer who is at the American embassy in Riyadh says he overheard a conversation at an embassy party between the Spanish ambassador to Saudi Arabia and an American consular official regarding the employment of Saudis in foreign embassies. During this conversation the Spanish ambassador mentioned that an entire family%2C of the name al Ghamdi%2C had worked at the Spanish embassy in Riyadh from 1970 to 1988. The ambassador went on to say that he had worked at this embassy as a clerk during this time and had become attached to the three al Ghamdi sons. He added with regret that all three of the boys%2C whom he had watched grow up%2C left Saudi Arabia and that two of them had been killed fighting for Al Qaeda in Afghanistan. The third son%2C he added%2C never returned to Saudi Arabia and the last he heard was that he had taken up residence in Santo Domingo and was now a cab driver.
FBI_40,An official of the Majestic Lines%2C a tourist ship lines reported to us an observation made on 29 November%2C 2004 by one of their booking agents. She said that two men with Middle Eastern names had booked two tours on the same ship for tours that left just a month apart. The first tour%2C aboard the "Majestic Clipper"%2C left Miami on 15 November%2C 2004 for Nassau%2C The Bahamas%2C and returned from  Nassau to Miami on 21 November%2C 2004. The second tour would leave Miami for Nassau on 13 December%2C 2004 and return from Nassau to Miami on 19 December%2C 2004. The two persons booking these tours on 20 September%2C 2004 were Said Khadr and Muhammed Dandani. Both held U.S. passports. They were booked for first-class accommodations on the "Majestic Clipper" for both of these tours. Khadr and Dandani took the first tour and are aboard the second.
NSA_22,Intercepted phone call on 28 November%2C 2004 from Havana%2C Cuba to Moscow%2C Russia. The call originated from an office at a Cuban Government building at 222 Fidel St. in Havana. The call was received at an office of Central Russia Airlines in Moscow. The caller says [in Russian]: "Hello Pyotr%2C Boris here. I am thinking of coming home in January%2C will I see you?" The receiver of the call says: "I'll be gone all of January%2C sorry. By the way%2C how did you do with the Arab in Casablanca?" The caller says: "Quite well%2C I sold him four canisters of L-one." The receiver says: "I wasn't supposed to tell you%2C but I sold him two of N-one. I wonder what they will do with this stuff?" The caller says: "The Arab told me that they would use it in the Middle East%2C possibly against American forces in Iraq. My guess is that they will use it against the Israelis. I will tell you more about it when we meet. I just bought a new house on the beach. You ought to come for a visit; you can meet my new wife."
NSA_21,Intercepted phone call on 28 November%2C 2004 from Bogota%2C Columbia to Cuidad Acuna%2C Mexico. The call originated from a pay phone in the Los Andes Hotel in Bogota; the receiver of the call was at a residence at 112 Ave. Zaragoza in Ciudad Acuna. The caller says [in Spanish]: "The next time you talk to your boys up north%2C tell them to make sure they get their stories straight." The person receiving the call says: "Don't worry%2C they know what they are supposed to do."
NSA_20,Intercepted phone call on 21 NOvember%2C 2004 from Chitral%2C Pakistan to a location in Havana%2C Cuba. The call from Chitral was from a prepaid cell phone using an unlisted ID number supplied by an Internet Cafe in Peshawar. The receiver of the phone call was at a phone listed at the Seashore Hotel in Nassau%2C The Bahamas. The caller says [in Arabic]: "Any news?" The recipient says: "Six guests arrived for their first visit and were well-entertained. I received both packages and will see that the antibiotics and medical supplies get to where they are required." In reply%2C the caller says: "This is good news%2C thanks."
CIA_39,Our source has now been employed by the Holland Orange Shipping Lines in Casablanca. He has been assigned to keep track of the activities of Abdellah Atmani. This source says that on 5 October%2C 2004 Atmani had a visitor wearing the uniform of a First Officer of Central Russia Airlines. This person gave Atmani a carefully wrapped package marked [in Russian] "Antibiotics". The source says that Atmani told the officer that he should tell his boss that this package will be aboard the "Dutch Courage" in good time. Later the same day%2C this source says he observed Atmani placing a Holland Orange shipping label on this package to an address in Santo Domingo%2C The Dominican Republic. The source could not see the street address to which this package would be sent.
FBI_39,Agents tracking domestic websites noted an item posted on a website called "Government Secrets". This website posts information that its sources claim are items of information being kept from the public by the US government. The sources are never identified on the website. On 6 December%2C 2004 was posted the following item:"We are always told how secure are the germ labs and storage areas are on Plum Island%2C just off Long Island. This is total BS. We know that fake IDs to get on Plum Island are not hard to get. And%2C we also know that%2C on 1 December%2C 2004%2C samples of a strain of foot and mouth disease was quite easily stolen from Lab 101 on Plum Island. How long is our government going to keep us in the dark about the lack of security on Plum Island. The safety of our food supply is at stake."
CIA_38,MI 6 provided additional information on the Malaysian named Ali Sufaat. It is now known that Sufaat lives at #13 Step St. in Nassau%2C The Bahamas. It is also known that Sufaat now works as a deck hand on the Island Freight Lines that makes regular runs between Nassau and Santo Domingo. Sufaat has been under surveillance and has had several contacts with Omar Hanif at the Seashore Hotel in Nassau.
FBI_38,On 3 December%2C 2004 this office received a letter from a person who signed his name "Juan". This letter%2C having no return address%2C was mailed from a post office in Farmers Branch%2C TX. Like the letter sent to the Houston field office%2C this one said that a Type A strain of foot and mouth disease was brought into the USA by persons who had traveled from Cartagena%2C Columbia%2C to Guane%2C Cuba%2C to Ciudad Madero%2C Mexico%2C to Ciudad Acuna%2C Mexico%2C and then on to Victoria%2C TX. The letter closed by saying that this strain of FMD was a "little greeting" from FARC and the ELN.
USCBP_02,A routine customs inspection was performed on a package that was sent by a person named Pieter Dopple%2C 22 Hoveniersstraat%2C Antwerp%2C Belgium. This package was addressed to A. Hijazi%2C 1212 Lyons Ave.%2C Newark%2C NJ. The customs form stated that this package contained two decorative clocks having a commercial value of $250.00. The package instead contained 111 polished diamonds%2C whose value is estimated to be $47%2C000. Discussions with the FBI resulted in a decision not to pursue a customs violation charge against HIjazi. The reason is that HIjazi is currently under FBI surveillance. This package was resealed and delivered to HIjazi by USPS.
CIA_37,In the CIA Report for 13 February%2C 2004 it was noted that Pakistani intelligence had agreed to keep a residence at 631 Nishtar Rd. in Karachi under surveillance. On 17 September%2C 2004 they reported to us that events had prompted a raid on this residence on 5 September%2C 2004. During this raid five persons were killed%2C among them two police officers. The three others killed were identified as: Abdul Jabarah [a Kuwaiti]%2C Fahd Jehani [a Saudi]%2C and Ramzi al Shibh [a Yemeni]%2C all of whom are known members of Al Qaeda. Jehani seems to have been a courier since he was carrying a packet of messages. Most of the messages contained instructions for insurgent activities in Pakistan%2C including an attempt to be made on 1 October%2C 2004 to destroy police HQ in Karachi. But one message was addressed to S. H in Chitral that read; "Allah%2C all praise to him%2C has provided the funds you need to finish your work. These funds will be on their way in ten days." This message was sent by a person only identified as Moataz [possibly an alias] and was sent from Gwadar%2C Pakistan.
FBI_37,On 1 December%2C 2004 this office received in the mail a letter signed "Ramon". This letter was mailed from a post office at Gulfgate in Houston but carried no return address. The letter said that a stain of Type A foot and mouth disease was now in Texas and that cattlemen around Victoria%2C TX would be the first to suffer. The note also said that members of FARC had traveled from Cartagena%2C Columbia to Guane%2C Cuba%2C to Chetumal%2C Mexico%2C to Piedras Negras%2C Mexico%2C and then to Victoria%2C TX.
USCBP_01,On 3 August%2C 2004 two men were apprehended at the Longhorn Motel in Carrizo Springs%2C TX. The motel owner%2C Mike Sanders%2C said he became suspicious of the two because of the identification they presented when they registered at his motel on 2 August%2C 2004. One of the men presented a Texas driver's license having a picture that seemed fuzzy. In addition%2C they listed a Texas car license as KHZ - 116. Sanders allowed the men to stay but made note of the address on the driver's license: 2233 Fannin St. in Uvalde%2C TX. Sanders informed the USCBP office in Laredo who verified that there is no such address in Uvalde%2C TX. In addition%2C there was no car in the motel's parking lot having the license plate KHZ - 116. When interviewed by USCPB officers%2C one of the men said their car had obviously been stolen from the motel's parking lot. Most probably%2C the two men had crossed the border in the vicinity of Piedras Negras and Eagle Pass. They were held for questioning. Examination of their luggage revealed several documents written in Arabic%2C that included instructions about how to make sarin gas and ricin.
CIA_36,Grigory Sizov%2C a former Soviet chemist who now teaches at a university in the USA%2C was asked what he could tell us about Boris Bugarov and his work in Cuba. Sizov said he knew Bugarov personally and had met him on a visit Sizov took to Moscow in 2002. Sizov said that Bugarov regards Castro as a buffoon but stays in Havana because he enjoys the climate and can make much more money there than in the former Soviet Union. Sizov also said that Bugarov showed him a picture of an attractive Cuban woman whom Bugarov said he planned to marry. Sizov said that Bugarov told him almost nothing about his work in Cuba. However%2C he said he was free to travel and had some very capable assistants who helped him with all sorts of things. Sizov said he guessed that Bugarov might still be involved in BW work but might also be involved in the distribution of narcotics. Finally%2C Sizov said he could not help noticing the several flashy diamond rings Bugarov was wearing when they met.
FBI_36,Results of investigation of Abdul al Nami in Detroit. As requested%2C al Nami arrived at the Detroit office on the morning of 27 October%2C 2004. He was first asked about his association with Satam [alias Ronald] Derwish in Windsor%2C Ontario. al Nami said that they were friends and that they attended the same mosque in Detroit. He was then asked if he had corresponded with anyone in Marrakech%2C Morocco; he replied that he had never done so. Then he was asked if he had ever met or had any dealings with a person named Khaled Jehani [see DIA Report: 5 March%2C 2004]. al Nami replied that he had never heard of this person. Asked what the nature of his work was at Detroit Utilities Co. and how it involved the SCADA systems%2C al Nami replied that it was his job to make sure that his company made full use of the operational characteristics of these control and data acquisition systems. Asked if he ever accessed these systems from his home%2C al Nami replied that the demands of his job required that he do lots of work at home at nights and on weekends. Asked if he had ever heard about a project called "Black Ice"%2C he said he had not. On evidence supplied by the various communications received regarding al Nami%2C a warrant to search his residence was approved by the court. Among the items found at his residence was a document describing the results of the "Black Ice" project that was designed to assess the various vulnerabilities associated with the SCADA systems. In addition%2C items associated with the construction of e-bombs were also found. al Nami is now in custody as further investigation proceeds.
CIA_35,From information obtained from the Center of Disease Control [CDC} it was learned that 97 cases of foot and mouth disease have been confirmed in the vicinity of Bucaramanga in Columbia. CDC says these cases all appear to be FMD type A.
FBI_35,On 29 October%2C 2004 investigators went to the offices of the American Islamic Scholarship Fund located at 1721 Glade Dr. in Reston VA. There they interviewed the director of this fund%2C a man named Abdul Karim. Karim led the initial discussion and described how many deserving students of Islamic descent had been assisted by this scholarship fund since it was begun in 1991. Karim was first asked if this Fund did indeed receive the $48%2C000 scholarship donation made by a man named Adnan Hijazi on 14 September%2C 2004. Checking his records%2C Karim verified the receipt of this donation by Karim. Then Karim was asked for the names of persons who received money from this donation from Hijazi. Karim hesitated at first and then said: "Every now and then we receive money from donors who identify the students to whom the scholarship money should go. This happened in the case of Hijazi's donation." Checking his records again%2C Karim said: "HIjazi stipulated that $8%2C000 should go to each one of the following students: Wali Shakur%2C 224 Paulson Ave. CLifton%2C NJ; Hamza al Midhar%2C 1641 Pitkin Ave. Brooklyn%2C NY; Mounir Mzoudi%2C 2116 27th St. Laurel%2C MD; Mamoun Zammar%2C 1621 Charles Ave.%2C Potomac%2C MD; Said Khadr%2C 6132 Broward Blvd.%2C Fort Lauderdale%2C FL; Muhammed Dandani%2C 455 11th St.%2C Miami Beach%2C FL." Karim then said that these amounts of money were sent to each of these persons on 17 September%2C 2004. Finally%2C Karim was asked if Hijazi had made any other donations to this fund in the past.  Karim said that his recollection was that Hijazi had contributed to the scholarship fund on two other occasions%2C once in 1999 and once in 2001.
CIA_34,A source in Moscow who happens to work under the direction of Pyotr Safrygin at Central Russia Airlines says he drove Safrygin to a location near Strizhi on 1 September where Safrygin met a man in a farm house. The source says Safrygin gave the man a bag%2C probably containing rubles%2C and received a package about the size of four shoeboxes that was marked [in Russian] "antibiotics". On the way back to Moscow%2C the source said Safrygin told him that these antibiotics were to be sold on the black market in Africa.
