BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns
602,place,"USA,New Jersey,224 Paulson Ave.,Clifton,",date,"20 November, 2003,1 November, 2003,1999,2 January, 2004,12 September, 2003,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,July, 2001,10 October, 2003,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
603,place,"USA,Pakistan,New Jersey,224 Paulson Ave.,Clifton,",date,"2 January, 2004,1990,1993,2001,3 November, 2003,27 November, 2003,1970,1965,17 September, 2004,"
604,place,"Pakistan,Bahamas,Nassau,",date,"4 February, 2004,5 February,7 February,5 September, 2003,March,1993,21 NOvember, 2004,"
605,place,"Pakistan,Cuba,Havana,",date,"1990,21 NOvember, 2004,November 21st,"
606,place,"Cuba,Bahamas,Nassau,",date,"1993,1 December, 2004,21 NOvember, 2004,"
607,place,"Pakistan,Cuba,Bahamas,Nassau,",date,"1993,21 NOvember, 2004,"
608,place,"Peshawar,Pakistan,Cuba,Havana,Chitral,",date,"21 NOvember, 2004,November 21st,"
609,place,"USA,Texas,Houston,",date,"20 November, 2003,2 October, 2003,12 March, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,April, 2000,16 June, 2003,27 September, 2003,27 April,1 December, 2004,3 December, 2004,15 October, 2004,"
610,place,"USA,Texas,Houston,Bellaire,3236 Pine St.,",date,"12 March, 2003,April, 2000,16 June, 2003,15 October, 2004,"
611,place,"USA,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",date,"20 November, 2003,1 November, 2003,12 September, 2003,3 November, 2003,July, 2001,10 October, 2003,"
612,place,"USA,New Jersey,Columbia,",date,"20 November, 2003,1 November, 2003,2 January, 2004,12 September, 2003,1992,3 November, 2003,July, 2001,10 October, 2003,1991,"
613,place,"USA,Columbia,231 12th St.,Missouri,",date,"20 November, 2003,1 November, 2003,26 December, 2003,12 September, 2003,3 November, 2003,July, 2001,10 October, 2003,"
614,place,"USA,New Jersey,Columbia,224 Paulson Ave.,Clifton,",date,"20 November, 2003,1 November, 2003,2 January, 2004,12 September, 2003,3 November, 2003,July, 2001,10 October, 2003,1991,"
615,place,"Pakistan,Bahamas,Karachi,Nassau,Freeport,11 Apple St.,1789 Grenfel Ave.,",date,"5 September, 2003,March,"
616,place,"Bahamas,Nassau,Freeport,",date,"1998,1999,1996,5 September, 2003,March,1993,1993 - 1998,July 17, 1999,1 December, 2004,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,"
617,place,"Pakistan,Bahamas,Karachi,Nassau,",date,"4 February, 2004,5 February,7 February,5 September, 2003,March,"
618,place,"Bahamas,Nassau,Freeport,11 Apple St.,",date,"1998,1999,1996,5 September, 2003,March,1993,1993 - 1998,July 17, 1999,"
619,place,"Pakistan,Bahamas,Nassau,Freeport,11 Apple St.,",date,"5 September, 2003,March,1993,"
620,place,"Peshawar,Pakistan,",date,"25 September,2 January, 2003,"
621,place,"Peshawar,Pakistan,Afghanistan,Parachinar,",date,"2 January, 2003,2001,"
622,place,"Cuba,Havana,",date,"1986,1992,November 21st,"
623,place,"Cuba,Havana,Moscow,Russia,Middle East,South America,Saratov,Europe,",date,"1986,1992,"
624,place,"USA,Canada,New York,Paris,France,Buffalo,Montreal,Quebec,175 Rue Durocher,Walden Ave.,Schiller Park,",date,"2 April, 2003,1 April, 2003,17 April, 2003,6 April, 2003,"
625,place,"USA,Canada,Montreal,",date,"12 December, 2002,25 April, 2003,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,1 May, 2003,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,17 April, 2003,6 April, 2003,"
626,place,"USA,Canada,Montreal,Quebec,",date,"25 April, 2003,2 April, 2003,1 April, 2003,1 May, 2003,17 April, 2003,6 April, 2003,"
627,place,"USA,Canada,Paris,France,Montreal,",date,"2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,17 April, 2003,6 April, 2003,"
628,place,"USA,Canada,Paris,France,",date,"15 December, 2003,28th,1 November, 2003,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,17 April, 2003,6 April, 2003,"
629,place,"USA,Canada,New York,Paris,France,Buffalo,",date,"15 December, 2003,28th,1 November, 2003,2 April, 2003,1 April, 2003,17 April, 2003,6 April, 2003,"
630,place,"Cuba,Mexico,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1 December, 2004,28 November, 2004,3 December, 2004,"
631,place,"Mexico,Columbia,Bogota,",date,"15 November, 2004,28 November, 2004,"
632,place,"Cuba,Mexico,Columbia,Ciudad Acuna,",date,"28 November, 2004,3 December, 2004,"
633,place,"Cuba,Havana,Moscow,Russia,Columbia,",date,"12 September, 2003,1992,28 November, 2004,"
634,place,"Cuba,Havana,Moscow,Russia,Columbia,Middle East,Bogota,",date,"1992,28 November, 2004,"
635,place,"Pakistan,Chitral,",date,"25 September,5 September, 2004,"
636,place,"Peshawar,Pakistan,",date,"25 September,2001,"
637,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,",date,"15 December, 2003,5 March, 2004,11 October, 2004,20 October, 2004,"
638,place,"Detroit,Michigan,562 Fenkell Ave.,",date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,5 March,1969,11 October, 2004,20 October, 2004,"
639,place,"Canada,Detroit,Michigan,",date,"15 December, 2003,1 November, 2003,5 March, 2004,1997,12 December, 2002,1992,1 July, 2003,2002,10 August, 2001,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,16 February, 2004,1995,27 October, 2004,25 October,18 July, 2004,11 October, 2004,20 October, 2004,"
640,place,"Windsor,Ontario,Canada,Detroit,Michigan,",date,"15 December, 2003,1 November, 2003,5 March, 2004,1997,1992,1 July, 2003,2002,10 August, 2001,16 February, 2004,1995,27 October, 2004,25 October,18 July, 2004,11 October, 2004,20 October, 2004,"
641,place,"811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,",date,"15 December, 2003,5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,11 October, 2004,20 October, 2004,"
642,place,"Windsor,Ontario,Canada,Detroit,Michigan,562 Fenkell Ave.,",date,"15 December, 2003,5 March, 2004,1997,11 October, 2004,20 October, 2004,"
643,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New York,Paris,France,Buffalo,174 Rue Cardinet,Ferry St.,",date,"15 December, 2003,28th,"
644,place,"USA,Windsor,Ontario,Canada,",date,"15 December, 2003,28th,1 November, 2003,5 March, 2004,1997,1992,1 July, 2003,2002,10 August, 2001,16 February, 2004,1995,27 October, 2004,25 October,18 July, 2004,"
645,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,",date,"15 December, 2003,28th,5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,"
646,place,"USA,Windsor,Ontario,Canada,New York,Paris,France,Buffalo,174 Rue Cardinet,",date,"15 December, 2003,28th,1 November, 2003,"
647,place,"USA,Chicago,Illinois,",date,"1998,2 October, 2003,1999,1996,25 April, 2003,12 March, 2003,1992,1 July, 2003,1993,20 June, 2003,1990s,1974,23 June, 2003,16 May, 2003,22 December, 2003,1993 - 1998,July 17, 1999,April, 2000,16 June, 2003,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,July 18, 1999,28 September, 2003,27 September, 2003,27 April,"
648,place,"USA,Kansas City,Missouri,",date,"20 November, 2003,22 December, 2003,"
649,place,"USA,Florida,Miami,Bahamas,Nassau,",date,"4 February, 2004,5 February,7 February,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,15 November, 2004,29 November, 2004,"
650,place,"USA,Bahamas,Nassau,",date,"4 February, 2004,5 February,7 February,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,1993,1993 - 1998,July 17, 1999,1 May, 2003,1 December, 2004,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,15 November, 2004,29 November, 2004,"
651,place,"USA,Florida,Bahamas,Nassau,",date,"4 February, 2004,5 February,7 February,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1 May, 2003,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,15 November, 2004,29 November, 2004,"
652,place,"USA,Cuba,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,12 September, 2003,1992,1991,1 December, 2004,3 December, 2004,"
653,place,"USA,Mexico,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1 December, 2004,15 November, 2004,3 December, 2004,"
654,place,"USA,Texas,Houston,Columbia,",date,"20 November, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1 December, 2004,3 December, 2004,"
655,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1 December, 2004,3 December, 2004,"
656,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Cartagena,Guane,Victoria,",date,"1 December, 2004,3 December, 2004,"
657,place,"USA,Chicago,Illinois,Amsterdam,Netherlands,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,71 Voorburg straat,Kuala Lumpur,Malaysia,",date,"20 June, 2003,1990s,1974,23 June, 2003,"
658,place,"USA,Los Angeles,California,",date,"1997,20 June, 2003,1990s,1974,23 June, 2003,16 February, 2004,1995,"
659,place,"USA,Chicago,Illinois,Amsterdam,Netherlands,",date,"25 April, 2003,20 June, 2003,1990s,1974,23 June, 2003,"
660,place,"USA,Detroit,Michigan,Saudi Arabia,Riyadh,Ann Arbor,",date,"1997,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,"
661,place,"USA,Detroit,Michigan,",date,"1 July, 2003,1 November, 2003,10 August, 2001,10 February, 2004,12 December, 2002,15 December, 2003,15 Feb. 2003,15 May, 2004,16 February, 2004,16 March, 2004,18 July, 2004,1969,1992,1994,1995,1996,1997,1999,1999-2000,20 May, 2004,2000-2001,2002,21 January, 2002,23 October, 2000,23 October, 2003,25 October,25 October, 2003,26 November, 2002,27 October, 2004,5 March,5 March, 2004,8, March, 2004,April of 2000,January, 2001,June 20 to July 2, 2000,March 2002,"
662,place,"USA,Saudi Arabia,Riyadh,",date,"1997,1998,1994,1999,1996,8, March, 2004,April of 2000,January, 2001,"
663,place,"USA,Cuba,Havana,",date,"23 October, 2003,12 September, 2003,1990,1992,2002,1991,"
664,place,"USA,Cuba,Havana,Moscow,Russia,",date,"12 September, 2003,1990,1992,2002,"
665,place,"USA,Cuba,Moscow,Russia,",date,"12 September, 2003,1990,1992,1993,2002,"
666,place,"USA,New Jersey,Russia,224 Paulson Ave.,Clifton,",date,"1999,12 September, 2003,1990,1993,"
667,place,"USA,New Jersey,Russia,",date,"1999,12 September, 2003,1990,1992,1993,"
668,place,"USA,Cuba,New Jersey,Havana,224 Paulson Ave.,Clifton,",date,"12 September, 2003,1990,1991,"
669,place,"USA,Cuba,New Jersey,Havana,",date,"12 September, 2003,1990,1992,1991,"
670,place,"USA,Cuba,New Jersey,",date,"2 January, 2004,12 September, 2003,1990,1992,1993,1991,"
671,place,"USA,Cuba,New Jersey,224 Paulson Ave.,Clifton,",date,"2 January, 2004,12 September, 2003,1990,1993,1991,"
672,place,"USA,Cuba,New Jersey,Havana,Moscow,Russia,",date,"12 September, 2003,1990,1992,"
673,place,"USA,Cuba,New Jersey,Moscow,Russia,",date,"12 September, 2003,1990,1992,1993,"
674,place,"USA,Cuba,New Jersey,Havana,Moscow,Russia,224 Paulson Ave.,Clifton,",date,"12 September, 2003,1990,"
675,place,"USA,Cuba,New Jersey,Moscow,Russia,224 Paulson Ave.,Clifton,",date,"12 September, 2003,1990,1993,"
676,place,"USA,Pakistan,Cuba,New Jersey,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",date,"2 January, 2004,1990,1993,"
677,place,"USA,Pakistan,Cuba,New Jersey,Moscow,Russia,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",date,"1990,1993,"
678,place,"USA,Detroit,Michigan,562 Fenkell Ave.,766 Livernois Rd.,Ferndale,",date,"5 March,1969,"
679,place,"USA,Detroit,Michigan,562 Fenkell Ave.,",date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,5 March,1969,"
680,place,"USA,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,",date,"15 December, 2003,5 March, 2004,1997,23 October, 2003,25 October, 2003,15 May, 2004,20 May, 2004,"
681,place,"USA,Cuba,Texas,Houston,Buenos Aires,Argentina,Ojinaga,Mexico,Calamar,Columbia,Chetumal,Cartagena,Guane,Arlington,Presidio,Dallas,Grand Prairie,Mexico City,Ft. Stockton,San Antonio,2727 Robinson Rd.,1212 Pipeline Rd.,Euless,899 Almeda-Genoa Rd.,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,"
682,place,"USA,Cuba,Calamar,Columbia,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1991,"
683,place,"USA,Buenos Aires,Argentina,Columbia,",date,"1 November, 2003,May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,"
684,place,"USA,Cuba,Texas,Houston,Mexico,Columbia,Chetumal,Cartagena,Guane,",date,"May, 2002,26 December, 2003,2 January, 2004,January of 2001,April of 2002,January, 2003,1 December, 2004,"
685,place,"Peshawar,Cuba,Columbia,",date,"May, 2002,November 21st,"
686,place,"Pakistan,Cuba,Columbia,",date,"2 January, 2004,November 21st,"
687,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,",date,"1992,November 21st,"
688,place,"USA,Cuba,Columbia,231 12th St.,Missouri,",date,"26 December, 2003,12 September, 2003,"
689,place,"USA,Cuba,New Jersey,Columbia,224 Paulson Ave.,Clifton,",date,"2 January, 2004,12 September, 2003,1991,"
690,place,"USA,Cuba,New Jersey,Columbia,",date,"2 January, 2004,12 September, 2003,1992,1991,"
691,place,"USA,Cuba,New Jersey,Havana,Columbia,224 Paulson Ave.,Clifton,",date,"12 September, 2003,1991,"
692,place,"USA,Cuba,New Jersey,Havana,Columbia,",date,"12 September, 2003,1992,1991,"
693,place,"USA,Cuba,New Jersey,Havana,Moscow,Russia,Columbia,",date,"12 September, 2003,1992,"
694,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,",date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,"
695,place,"USA,UK,Afghanistan,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,1993,16 May, 2003,1993 - 1998,July 17, 1999,2002,"
696,place,"USA,Florida,Afghanistan,",date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,2001,"
697,place,"USA,Florida,Bahamas,Nassau,UK,",date,"4 February, 2004,5 February,7 February,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1 May, 2003,"
698,place,"USA,Bahamas,Nassau,UK,",date,"4 February, 2004,5 February,7 February,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,1993,1993 - 1998,July 17, 1999,1 May, 2003,"
699,place,"USA,Bahamas,Nassau,UK,Afghanistan,",date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,1993,1993 - 1998,July 17, 1999,"
700,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,",date,"1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,"
701,place,"USA,New York,Virginia,Florida,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"1999,2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
702,place,"USA,New York,Maryland,",date,"1999,2001,1991,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,17 September, 2004,14 September, 2004,29 October, 2004,"
703,place,"USA,Virginia,Laurel,",date,"1 November, 2003,1999,2001,2002,10 August, 2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
704,place,"USA,New York,Florida,Maryland,",date,"1999,2001,1991,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,17 September, 2004,14 September, 2004,29 October, 2004,"
705,place,"USA,Florida,Maryland,",date,"1994,1999,2001,1991,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,17 September, 2004,14 September, 2004,29 October, 2004,"
706,place,"USA,New Jersey,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,21 January, 2002,June 20 to July 2, 2000,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
707,place,"USA,New Jersey,Laurel,",date,"1 November, 2003,1994,1999,2001,21 January, 2002,June 20 to July 2, 2000,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
708,place,"USA,Florida,New Jersey,455 11th St.,Miami Beach,",date,"1999,2001,1991,1 May, 2003,17 September, 2004,14 September, 2004,29 October, 2004,"
709,place,"USA,Florida,New Jersey,",date,"1994,1999,2001,1991,1 May, 2003,17 September, 2004,14 September, 2004,29 October, 2004,"
710,place,"USA,Florida,New Jersey,2116 27th St.,Laurel,Maryland,",date,"1994,1999,2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
711,place,"USA,New York,Virginia,New Jersey,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,2001,1991,17 September, 2004,14 September, 2004,29 October, 2004,"
712,place,"USA,Texas,Houston,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Hobby Airport,",date,"2 October, 2003,27 September, 2003,27 April,"
713,place,"USA,2211 Cermak Rd.,Chicago,Illinois,",date,"2 October, 2003,1999,25 April, 2003,16 May, 2003,July 18, 1999,28 September, 2003,27 September, 2003,27 April,"
714,place,"USA,Texas,Houston,Chicago,Illinois,",date,"2 October, 2003,12 March, 2003,April, 2000,16 June, 2003,27 September, 2003,27 April,"
715,place,"USA,Texas,Chicago,Illinois,",date,"2 October, 2003,1999,12 March, 2003,16 May, 2003,April, 2000,16 June, 2003,July 18, 1999,28 September, 2003,27 September, 2003,27 April,"
716,place,"USA,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,",date,"2 October, 2003,1999,16 May, 2003,July 18, 1999,28 September, 2003,27 September, 2003,27 April,"
717,place,"USA,Canada,Chicago,Illinois,",date,"25 April, 2003,1992,1 July, 2003,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
718,place,"USA,Canada,Montreal,Chicago,Illinois,",date,"25 April, 2003,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
719,place,"USA,Canada,Montreal,Quebec,Chicago,Illinois,",date,"25 April, 2003,2 April, 2003,1 April, 2003,"
720,place,"USA,Texas,Houston,Chicago,Illinois,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",date,"12 March, 2003,April, 2000,16 June, 2003,"
721,place,"USA,New York,Bahamas,Nassau,Freeport,Maryland,Baltimore,New York City,NYC,",date,"13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,"
722,place,"USA,Maryland,Baltimore,",date,"1994,21 January, 2002,June 20 to July 2, 2000,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,"
723,place,"USA,Bahamas,Nassau,Freeport,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,1 December, 2004,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,"
724,place,"USA,Bahamas,Nassau,Maryland,Baltimore,",date,"1994,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,"
725,place,"USA,Bahamas,Nassau,Maryland,",date,"1994,1999,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,"
726,place,"USA,New York,Bahamas,Nassau,Freeport,Maryland,",date,"1999,13 December, 2004,20 September, 2004,21 November, 2004,19 December, 2004,14 November, 2004,12 December, 2004,18 December, 2004,21 September, 2004,7 November, 2004,17 December, 2004,"
727,place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,27 October, 2004,25 October,18 July, 2004,"
728,place,"USA,Canada,Detroit,Michigan,",date,"15 December, 2003,1 November, 2003,5 March, 2004,1997,12 December, 2002,1992,1 July, 2003,2002,10 August, 2001,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,16 February, 2004,1995,27 October, 2004,25 October,18 July, 2004,"
729,place,"USA,Morocco,Detroit,Michigan,",date,"5 March, 2004,23 October, 2003,1 July, 2003,27 October, 2004,25 October,18 July, 2004,"
730,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",date,"15 December, 2003,1 November, 2003,5 March, 2004,1997,1992,1 July, 2003,2002,10 August, 2001,16 February, 2004,1995,27 October, 2004,25 October,18 July, 2004,"
731,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,"
732,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,",date,"15 December, 2003,5 March, 2004,1992,1 July, 2003,25 October,18 July, 2004,"
733,place,"USA,Texas,",date,"3 August, 2004,20 November, 2003,1999,May, 2002,26 December, 2003,2 January, 2004,16 May, 2003,"
734,place,"USA,Texas,Mexico,",date,"3 August, 2004,May, 2002,26 December, 2003,2 January, 2004,"
735,place,"USA,Texas,Mexico,",date,"3 August, 2004,26 December, 2003,"
736,place,"USA,Pakistan,Chitral,",date,"2 October, 2003,17 September, 2004,"
737,place,"USA,Pakistan,Texas,Houston,",date,"2 October, 2003,2 January, 2004,"
738,place,"USA,Pakistan,Chicago,Illinois,",date,"2 October, 2003,1993,"
739,place,"USA,Canada,Paris,France,Afghanistan,Montreal,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,",date,"2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
740,place,"USA,Canada,Afghanistan,",date,"1 November, 2003,1997,12 December, 2002,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,16 February, 2004,1995,"
741,place,"USA,Afghanistan,Pakhtia,",date,"2001,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
742,place,"USA,Afghanistan,Chicago,Illinois,",date,"1998,1999,1996,12 March, 2003,1993,16 May, 2003,1993 - 1998,July 17, 1999,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
743,place,"USA,Canada,Afghanistan,Montreal,",date,"12 December, 2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
744,place,"USA,Canada,Afghanistan,Pakhtia,",date,"2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
745,place,"USA,Canada,Paris,France,Afghanistan,",date,"1 November, 2003,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
746,place,"USA,Florida,Columbia,",date,"1991,15 November, 2004,"
747,place,"USA,Columbia,Bogota,",date,"1992,15 November, 2004,"
748,place,"USA,Bahamas,Nassau,Mexico,Columbia,",date,"1 December, 2004,15 November, 2004,"
749,place,"USA,Peshawar,Afghanistan,",date,"12 March, 2003,2001,"
750,place,"USA,Peshawar,Texas,Houston,",date,"12 March, 2003,May, 2002,"
751,place,"USA,Texas,Afghanistan,Chicago,Illinois,",date,"1999,12 March, 2003,16 May, 2003,"
752,place,"USA,Florida,Pakistan,631 Nishtar Rd.,Karachi,",date,"4 February, 2004,5 February,7 February,17 September, 2004,"
753,place,"USA,Florida,Pakistan,",date,"4 February, 2004,5 February,7 February,2001,17 September, 2004,"
754,place,"USA,New York,Virginia,Florida,Pakistan,New Jersey,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"2001,17 September, 2004,"
755,place,"USA,London,UK,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,July 18, 1999,28 September, 2003,"
756,place,"USA,London,UK,",date,"4 February, 2004,5 February,7 February,1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1999,1996,1993,16 May, 2003,1993 - 1998,July 17, 1999,2002,10 August, 2001,July 18, 1999,28 September, 2003,1 May, 2003,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,"
757,place,"USA,London,UK,Chicago,Illinois,",date,"1998,1999,1996,1993,16 May, 2003,1993 - 1998,July 17, 1999,July 18, 1999,28 September, 2003,"
758,place,"USA,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,12 Lavender Grove,Hackney,",date,"12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,"
759,place,"USA,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,1997,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1994,1999,1996,2002,16 February, 2004,1995,"
760,place,"USA,London,UK,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,2002,10 August, 2001,1 May, 2003,"
761,place,"USA,London,UK,Afghanistan,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1999,1996,1993,16 May, 2003,1993 - 1998,July 17, 1999,2002,"
762,place,"USA,London,UK,Detroit,Michigan,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1999,1996,2002,10 August, 2001,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,"
763,place,"USA,UK,Detroit,Michigan,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1994,1999,1996,2002,10 August, 2001,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,"
764,place,"USA,UK,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1994,1999,1996,2002,"
765,place,"USA,London,UK,Detroit,Michigan,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,2002,10 August, 2001,"
766,place,"USA,London,UK,Detroit,Michigan,Afghanistan,",date,"1 November, 2003,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1999,1996,2002,"
