BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns, Importance, Doc Id
15829,date,"1997,16 February, 2004,1995,",person,"Abdul al Nami,R. Derwish,Abu Somad,Yazid Bafaba,Khaled Jehani,",0.01311023534558794000,DIA_03
15830,date,"5 September, 2004,17 September, 2004,13 February, 2004,1 October, 2004,",person,"Abdul Jabarah,Fahd Jehani,Ramzi al Shibh,S. H.,Moataz,",0.00000000000000000000,CIA_37
15831,date,"1986,12 September, 2003,1990,",person,"Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,",0.00762653650727548000,CIA_17
15832,date,"12 September, 2003,1990,",person,"Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,",0.00093360850258819500,CIA_17
15833,date,"1994,21 January, 2002,June 20 to July 2, 2000,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,",0.03311550834793385000,FBI_11
15834,date,"2 October, 2003,27 September, 2003,27 April,",person,"Abu Hafs,Mehdi Rafiki,Rafiki,",0.00003474080584365849,FBI_04
15835,date,"1 November, 2003,2002,10 August, 2001,",person,"J. T.,A. H.,M. M.,Mousa Salah,Shadi abu Hoshar,April Stevens,Salah,Stevens,",0.03731117145270906000,FBI_08
15836,date,"2 January, 2003,2001,12 January 2003,",person,"Badawi,Mamdouh al Hazmi,Mohamed al Omari,Hasham,Omari,",0.00114306215253950620,CIA_08
15837,date,"2000,1 February, 2004,December, 2003,",person,"Saeed Hasham,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",0.00158763543546571150,DIA_02
15838,date,"1 September,25 September,12 July, 2004,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Ramundo Ortiz,Ortiz,Dopple,",0.00329161529660735450,FBI_28
15839,date,"16 May, 2003,18 June, 2003,5 October, 2004,",person,"Abdellah Atmani,Atmani,",0.00000000000000000000,CIA_12
15840,date,"November 21st,28 September, 2004,",person,"Sufaat,Jose Escalante,Carlos Morales,Arze,Carlos,",0.00069648965412220690,NSA_16
15841,date,"15 July,1 August, 2003,",person,"Abdul,R. Derwish,rder3,",0.00459331585155120950,NSA_04
15842,date,"1992,1 July, 2003,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,",0.01974196212525989800,CIA_16
15843,date,"16 May, 2003,18 June, 2003,",person,"Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,",0.00000000000000000000,CIA_12
15844,date,"23 October, 2003,1 October, 2003,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,Mustafa,",0.02549705566878175700,FBI_05
15845,date,"1992,23 January, 2003,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,",0.00000000000000000000,CIA_03
15846,date,"1 December, 2004,25 September, 2003,",person,"Muslih Odeh,Odeh,",0.00000000000000000000,CIA_42
15847,date,"28 November, 2004,January,",person,"Pyotr,Boris,",0.00000000000000000000,NSA_22
15848,date,"3 August, 2004,2 August, 2004,",person,"Mike Sanders,Sanders,",0.00456721480882893000,USCBP_01
15849,date,"11 October, 2004,20 October, 2004,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Satam,Ralph bean,",0.02445971367239142500,FBI_31
15850,organization,"Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,",money,"4,000,$11,000,",0.00287577444356041500,FBI_10
15851,organization,"University of Missouri,Rutgers University,American University in Beirut,Western Union,",money,"$8,000,4,000,$4,000,",0.00086497885991556750,FBI_14
15852,organization,"BailOut,Carolina First Bank,Hezbollah,Southern Trailways,First Emirate Bank,",money,"$3000,$2,000,",0.01521077442407124100,FBI_05
15853,organization,"BailOut,Carolina First Bank,",money,"$10,000,$3000,$2,000,",0.00000882768151263987,FBI_05
15854,organization,"USPS,",money,"$250.00,$47,000,",0.00188400984481550560,USCBP_02
15855,organization,"NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,",person,"Satam Derwish,Derwish,Ronald,",0.00231267295766069030,CIA_16
15856,organization,"Al Qaeda,AOL,University of Missouri,Rutgers University,American University in Beirut,Western Union,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,",0.00000000000000000000,FBI_10
15857,organization,"DIA,BailOut,Carolina First Bank,Detroit police,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,",0.04551527005752560000,FBI_23
15858,organization,"DIA,Detroit Utilities Co.,RCMP,Hezbollah,",person,"Rifai Qasim,Satam Derwish,Derwish,Ronald,",0.00000000000000000000,FBI_31
15859,organization,"USCBP,Belgian intelligence,militant Islamic groups,Jersey National Bank,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,",0.00439803955473175200,FBI_11
15860,organization,"God's Aryan Militia,GAM,Westerner Motel,Al Qaeda,TexEast Petroleum Co.,USCIS,",person,"Khalid Shamrani,Shamrani,",0.00578666222470863100,FBI_25
15861,organization,"DIA,BailOut,Carolina First Bank,Detroit police,Hezbollah,Southern Trailways,First Emirate Bank,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,",0.00831088049978039900,FBI_23
15862,organization,"DIA,Hezbollah,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,Satam Derwish,Derwish,Ronald,",0.02311144473713374500,FBI_23
15863,organization,"NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,",person,"Abdul al Nami,Satam Derwish,Derwish,Ronald,Satam,",0.01602782537278393800,FBI_34
15864,organization,"Pakistani Intelligence,Al Qaeda,Farooq training camp,Spin Shaga camp,University of Cairo,",person,"Yasir Salman,Badawi,",0.00767134203659875300,CIA_06
15865,organization,"Al Qaeda,AOL,University of Missouri,Hamas,Central Farmers Auto Insurance Co.,Mid States Insurance Company,Columbia First State Bank,Mid States,Central Farmers,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,wshakur,",0.00392689578877023000,FBI_10
15866,organization,"Taliban,Baltimore City College,Islamic Circle of North America,ICNA,American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,",0.01365351736470696300,FBI_11
15867,organization,"Al Qaeda,USCIS,",person,"Khalid Shamrani,Shamrani,Murad,",0.01052375264200745300,FBI_09
15868,organization,"DIA,Detroit Utilities Co.,University of Michigan at Ann Arbor,RCMP,",person,"Abdul al Nami,al Nami,",0.00108180426000539570,FBI_20
15869,organization,"DIA,Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Satam,",0.08035216779117443000,FBI_31
15870,organization,"NSA,RCMP,Canada Eastern Airlines,University of Maryland,",person,"Abdul al Nami,R. Derwish,",0.01612649903786820000,FBI_34
15871,organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Drexel Car Rental Agency,Central States Airline,Canadauto Car Rental Agency,",person,"Abu Hafs,Mehdi Rafiki,",0.00572783709559397800,CIA_07
15872,organization,"Argosy Riverside Casino,Isle of Capri Casino,Harrah's Casino,",person,"Walter Smith,Jamal al Quso,",0.00080437345895068430,FBI_12
15873,organization,"MI 5,Al Qaeda,",person,"Raeed Beandali,Murad,",0.00973210380990686000,FBI_22
15874,organization,"DIA,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,",0.09825967104012566000,FBI_31
15875,organization,"Al Qaeda,RCMP,",person,"Raeed Beandali,Abdul Ahmed Nasser,",0.07437368553626486000,FBI_31
15876,organization,"Al Qaeda,",person,"Khalid Shamrani,Shamrani,Raeed Beandali,Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Abdul Ahmed Nasser,Murad,",0.29578230640696320000,FBI_14
15877,organization,"God's Aryan Militia,GAM,Westerner Motel,ELN,",person,"Billy Jack Hawkins,Slade Goodman,",0.00000000000000000000,FBI_25
15878,organization,"Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,",person,"J. T.,A. H.,M. M.,",0.00103926609870315900,FBI_11
15879,organization,"Hamas,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,J. T.,A. H.,M. M.,",0.00377257394350584100,FBI_14
15880,organization,"NSA,AOL,Oasis Internet Cafe,RCMP,Canada Eastern Airlines,",person,"Abdul,R. Derwish,",0.01460599123728377000,NSA_04
15881,organization,"Pakistani Intelligence,Al Qaeda,",person,"Yasir Salman,Badawi,Safrygin,",0.00287592211129138840,CIA_11
15882,organization,"Vector,Central Russia Airlines,",person,"Pyotr Safrygin,Safrygin,",0.00362512679174914430,CIA_05
15883,organization,"MI 6,MI 5,Freeport Star Hotel,",person,"Omar Hanif,Muslih Odeh,",0.00244772037972880100,CIA_10
15884,organization,"Canal Bank,Peoples Bank,",person,"Ramundo Ortiz,Jose Escalante,",0.00022316152525930270,CIA_25
15885,organization,"MI 6,Caribbean Cargo Shipping Lines,Caribbean Cargo,Seashore Hotel,Island Freight Lines,",person,"Sufaat,Ali Sufaat,",0.00033822092039932254,CIA_27
15886,organization,"MI 6,Seashore Hotel,Island Freight Lines,",person,"Sufaat,Ali Sufaat,Omar Hanif,",0.00160061884429241550,CIA_38
15887,organization,"God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,",person,"Saeed al Nami,Riyad al Taifi,",0.00000000000000000000,FBI_19
15888,organization,"God's Aryan Militia,ELN,",person,"Billy Jack Hawkins,Slade Goodman,Saeed al Nami,Riyad al Taifi,",0.00000000000000000000,FBI_19
15889,organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Canadauto Car Rental Agency,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,",0.00801987773873236500,CIA_07
15890,organization,"University of Missouri,Rutgers University,American University in Beirut,Western Union,",person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Shakur,",0.00009613599161610322,FBI_14
15891,organization,"Pakistani Intelligence,MI 5,Freeport Star Hotel,Seashore Hotel,",person,"Omar Hanif,Hanif,",0.00035813587062837304,CIA_10
15892,organization,"NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,",person,"R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,",0.00285121558302459850,CIA_16
15893,organization,"RCMP,Hezbollah,",person,"Rifai Qasim,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,",0.00069046365265197220,CIA_16
15894,organization,"BailOut,Carolina First Bank,Hezbollah,Southern Trailways,First Emirate Bank,",person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,Mustafa,",0.00007174283974091181,FBI_05
15895,organization,"DIA,BailOut,Carolina First Bank,Detroit police,",person,"Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,",0.00012375788443303142,FBI_23
15896,organization,"BailOut,Carolina First Bank,",person,"Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,Mustafa,",0.00055304679430690760,FBI_23
15897,organization,"Taliban,Baltimore City College,Islamic Circle of North America,ICNA,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,",0.05326846137856671600,FBI_11
15898,organization,"Taliban,",person,"Adnan Hijazi,Hijazi,Mounir Mzoudi,J. T.,A. H.,M. M.,Martha Mason,Mzoudi,Abdul Ahmed Nasser,",0.02327822641146086000,FBI_11
15899,organization,"USCBP,DIA,Al Khuldan camp,",person,"Abdul Nasser,Ali al-Omari,",0.00943552706179022800,CIA_33
15900,organization,"DIA,Al Khuldan camp,",person,"Abdul Nasser,Ali al-Omari,Abdul Ahmed Nasser,",0.01434460590299637900,CIA_33
15901,organization,"DIA,",person,"Abdul Nasser,Ali al-Omari,Rifai Qasim,Abdul al Nami,Omar Blakely,Muhammed Mustafa,Blakely,Howard Clark,Qasim,Rifai,Clark,al Nami,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,",0.00104386341058838700,FBI_23
15902,organization,"Holland Orange Shipping Lines,Al Qaeda,Moroccan police,Central Russia Airlines,",person,"Abdellah Atmani,Atmani,",0.00046331897713199760,CIA_12
15903,organization,"Al Qaeda,Central Russia Airlines,",person,"Abdellah Atmani,Atmani,Safrygin,",0.00013262572180658866,CIA_12
15904,organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,",person,"Imad Dahdah,Dahdah,",0.00000000000000000000,FBI_21
15905,organization,"NSA,Vector,Cuban government,Moscow State University,",person,"Bugarov,Boris Bugarov,",0.00272578190688454000,CIA_17
15906,organization,"Al Qaeda,Farooq training camp,Spin Shaga camp,University of Cairo,",person,"Saeed Hasham,Yasir Salman,Badawi,Hamid Qatada,Khalid Taha,Osama bin Laden,",0.00189255461431642440,CIA_06
15907,organization,"ELN,Cuban military,National Liberation Army,Cuban intelligence,",person,"Jose Escalante,Escalante,",0.01552629840868823500,CIA_04
15908,organization,"Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,",person,"Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,",0.04574807196990647600,FBI_41
15909,organization,"God's Aryan Militia,GAM,Westerner Motel,",person,"Khalid Shamrani,Shamrani,Walter Smith,Billy Jack Hawkins,Slade Goodman,al Quso,Hafs,Halfs,",0.00042273282301118830,FBI_25
15910,organization,"God's Aryan Militia,",person,"Khalid Shamrani,Shamrani,Walter Smith,Billy Jack Hawkins,Slade Goodman,al Quso,Hafs,Halfs,Saeed al Nami,Riyad al Taifi,",0.06355745287360641000,FBI_25
15911,organization,"USCBP,Belgian intelligence,militant Islamic groups,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Ramundo Ortiz,Ortiz,Dopple,",0.00157688378807186370,FBI_28
15912,organization,"USCBP,",person,"Adnan Hijazi,Hijazi,Pieter Dopple,Ramundo Ortiz,Ortiz,Dopple,Abdul Nasser,Ali al-Omari,",0.00024614057413864770,FBI_28
15913,organization,"NSA,DIA,RCMP,Canada Eastern Airlines,",person,"Abdul al Nami,Abdul,Satam Derwish,Derwish,Ronald,Satam,Ali,",0.02031945850826684400,FBI_34
15914,organization,"DIA,RCMP,",person,"Rifai Qasim,Abdul al Nami,al Nami,Abdul,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,Ali,",0.00107753792326259540,FBI_34
15915,organization,"NSA,RCMP,Canada Eastern Airlines,",person,"Abdul al Nami,Abdul,R. Derwish,Satam Derwish,Derwish,Ronald,Ronald Derwish,Satam,Ali,",0.01802874457620856300,FBI_34
15916,organization,"Al Qaeda,Farooq training camp,Farooq training facility,Pakistani police,",person,"Badawi,Mamdouh al Hazmi,Mohamed al Omari,Hasham,Omari,",0.00637966385303374850,CIA_08
15917,organization,"Al Qaeda,Farooq training camp,",person,"Saeed Hasham,Yasir Salman,Badawi,Mamdouh al Hazmi,Mohamed al Omari,Hasham,Omari,Hamid Qatada,Khalid Taha,Osama bin Laden,",0.00245642795210762470,CIA_06
15918,organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Murad,Zakarya Ziyad,",0.00569413494154717700,CIA_07
15919,organization,"MI 5,Islamic Jihad,USCIS,",person,"Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,",0.03677558907776143000,FBI_06
15920,organization,"USCIS,",person,"Khalid Shamrani,Shamrani,Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,",0.03668709855663539000,FBI_06
15921,organization,"MI 5,",person,"Raeed Beandali,Jamal al Quso,Murad,Abdul Murad,Khalid S.,Quso,Jamal,",0.00063847860120470450,FBI_06
15922,organization,"Holland Orange Shipping Lines,Al Qaeda,Moroccan police,",person,"Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,",0.00000000000000000000,CIA_12
15923,organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Moroccan Oasis Hotel,",person,"Yasir Salman,Ali Talib,Abu Adil,Omar al Banna,Nadia Mahfouz,Ali Mishal,Abdel Noufal,Ahmad Miner,Jamat Syeed,Shukri Azzam,Nidal Awad,",0.00009389531615599389,CIA_22
15924,organization,"MI 5,Freeport Star Hotel,Seashore Hotel,",person,"Omar Hanif,Hanif,Jamal al Quso,Omar Mahmoud Othman,Othman,",0.00476575698342684000,CIA_10
15925,organization,"MI 5,Freeport Star Hotel,",person,"Omar Hanif,Hanif,Muslih Odeh,Jamal al Quso,Omar Mahmoud Othman,Othman,Odeh,",0.00996725697490349700,CIA_10
15926,organization,"American Islamic Scholarship Fund,",person,"Adnan Hijazi,Hijazi,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,HIjazi,",0.15633336302655826000,FBI_35
15927,organization,"FARC,Cuban intelligence services,Cuban intelligence,",person,"Arze,Cesar Arze,",0.00255745105159609550,CIA_03
15928,organization,"BMI,CalNational Bank,University of Maryland,",person,"Abu Somad,Yazid Bafaba,",0.00061733587538440980,FBI_03
15929,organization,"DIA,Detroit Utilities Co.,University of Maryland,",person,"Abdul al Nami,Khaled Jehani,",0.00225817929981190000,FBI_36
15930,organization,"DIA,Detroit Utilities Co.,",person,"Rifai Qasim,Abdul al Nami,al Nami,Satam Derwish,Derwish,Ronald,Khaled Jehani,Satam,",0.00257001818317415240,FBI_36
15931,organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,",person,"Raeed Beandali,David Loiseau,Fahd Khadr,",0.00063471036956360510,CIA_02
15932,organization,"NSA,Vector,Cuban government,",person,"Bugarov,Boris Bugarov,Pyotr Safrygin,Yury Kalinin,",0.01349061341951866100,CIA_17
15933,organization,"Detroit Utilities Co.,RCMP,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Satam,Ralph bean,",0.00000532675707340016,FBI_31
15934,organization,"RCMP,",person,"Rifai Qasim,Abdul al Nami,Raeed Beandali,al Nami,Satam Derwish,Derwish,Ronald,Abdul Ahmed Nasser,Satam,Ralph bean,",0.00000532675707340016,FBI_31
15935,organization,"USCBP,Longhorn Motel,USCPB,",person,"Mike Sanders,Sanders,",0.00005499401010891968,USCBP_01
15936,organization,"Al Qaeda,Pakistani intelligence,police HQ,",person,"Abdul Jabarah,Fahd Jehani,Ramzi al Shibh,S. H.,Moataz,",0.00030855628048585305,CIA_37
15937,organization,"FirstTex Bank,Arlington police,University of Texas in Arlington,",person,"Saeed al Nami,Riyad al Taifi,Ruth Tucker,A. Doman,",0.01832781791846501600,FBI_13
15938,organization,"NSA,AutoFleet taxi company,",person,"Morales,Carlos Morales,",0.00015608690035398461,CIA_23
15939,organization,"MI 5,Al Qaeda,",person,"Raeed Beandali,Reginald Cooper,Ralph Bean,Mahmud al-Dahab,Cooper,al Dahab,Murad,",0.00379685728185888680,FBI_22
15940,organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,",person,"Jose Escalante,Yasir Salman,Ali Talib,Abu Adil,Omar al Banna,Nadia Mahfouz,Ali Mishal,Abdel Noufal,Ahmad Miner,Jamat Syeed,Shukri Azzam,Nidal Awad,Carlos Araneda,B. Bugarov,Arnoldo Ramirez,",0.00093692445992523420,CIA_22
15941,organization,"AOL,Oasis Internet Cafe,",person,"Abdul,R. Derwish,rder3,",0.00164604793666732700,NSA_04
15942,organization,"University of Miami,Majestic Lines,",person,"Muhammed Dandani,Dandani,",0.00256862016743737750,FBI_17
15943,organization,"University of Miami,Tawhid Mosque,",person,"Jamal al Shibh,al Shibh,",0.00000000000000000000,FBI_15
15944,organization,"RCMP,CSIS,",person,"Abdul Ahmed Nasser,Fr. Augustin Dominique,Abdal al Hawsawi,",0.00019355956523869376,FBI_07
15945,organization,"Drexel Car Rental Agency,Central States Airline,",person,"Abu Hafs,Mehdi Rafiki,Rafiki,",0.00085640194290610240,FBI_04
15946,organization,"BMI,CalNational Bank,",person,"Riduan Sungkar,Omar Evertts,Abu Somad,Yazid Bafaba,Somad,Bafaba,",0.00066020759380572460,FBI_03
15947,organization,"FARC,Cuban intelligence services,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,",0.00978597401909787400,CIA_03
15948,organization,"Surete' de l'Etat,Canadauto Car Rental Agency,",person,"Abdillah Zinedine,Abu Hafs,Mehdi Rafiki,Zinedine,Patrick O'Malley,Patrick O'alley,O'alley,",0.00147121043423620440,FBI_01
15949,organization,"Vector,Medikat,",person,"Safrygin,Igor Kolokov,Kolokov,H. Q.,",0.00647507444502849900,CIA_01
15950,organization,"Al Qaeda,Omar training camp,",person,"Saeed Hasham,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",0.00137803618782346560,DIA_02
15951,organization,"Majestic Lines,American Islamic Scholarship Fund,",person,"Muhammed Dandani,Said Khadr,",0.00977041738916091000,FBI_40
15952,organization,"Central Russia Airlines,Cuban Government,",person,"Pyotr,Boris,",0.00142671224954236650,NSA_22
15953,organization,"USPS,",person,"Pieter Dopple,HIjazi,A. Hijazi,",0.02036590655270613700,USCBP_02
15954,person,"Adnan Hijazi,Hijazi,Muhammed Dandani,Wali Shakur,Mounir Mzoudi,Hamza al Midhar,Mamoun Zammar,Said Khadr,HIjazi,Abdul Karim,",money,"$8,000,$48,000,",0.00000000000000000000,FBI_35
15955,person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,Shakur,",money,"$8,000,4,000,$4,000,",0.00028540414667577825,FBI_14
15956,person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,wshakur,",money,"4,000,$11,000,",0.00051550084461611450,FBI_10
15957,person,"Wali Shakur,Ahmed Doha,Abu Ayyash,Doha,Ayyash,",money,"$11,000,$4,000,$8,000,4,000,",0.00000000000000000000,FBI_14
15958,person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,Mustafa,",money,"$3000,$2,000,",0.02358266996937924400,FBI_05
15959,person,"Rifai Qasim,Omar Blakely,Muhammed Mustafa,Blakely,",money,"$10,000,$3000,$2,000,",0.00128161911984443720,FBI_05
15960,person,"Pieter Dopple,Ramundo Ortiz,",money,"$150,000,$250.00,",0.01749069908725680800,FBI_28
15961,person,"Pieter Dopple,HIjazi,A. Hijazi,",money,"$250.00,$47,000,",0.01660096312056158500,USCBP_02
15962,person,"Adnan Hijazi,Hijazi,",money,"$150,000,$47,980,$48,000,$8,000,",0.01420236081396546700,FBI_35
15963,place,"New York,Virginia,New Jersey,London,UK,Detroit,Michigan,Afghanistan,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,",0.01228941232960581800,FBI_08
15964,place,"New York,Virginia,Florida,New Jersey,Afghanistan,455 11th St.,Miami Beach,224 Paulson Ave.,Clifton,2116 27th St.,Laurel,Maryland,1721 Glade Dr,Reston,1641 Pitkin Ave,Brooklyn,1621 Charles Ave.,Potomac,6132 Broward Blvd,Fort Lauderdale,CLifton,",date,"1999,2001,",0.01916506300410252000,FBI_35
15965,place,"New York,Virginia,New Jersey,Afghanistan,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1999,2001,",0.02146883778469194400,FBI_35
15966,place,"Buenos Aires,Argentina,Columbia,231 12th St.,Missouri,",date,"1 November, 2003,26 December, 2003,",0.31508985509425186000,FBI_10
15967,place,"Detroit,Michigan,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,Russia,Maryland,Abba,Chechnya,Baglan,",date,"1997,1999,",0.00116691926394541130,DIA_01
15968,place,"New Jersey,Buenos Aires,Argentina,Columbia,224 Paulson Ave.,Clifton,",date,"1 November, 2003,2 January, 2004,",0.12712725805784195000,FBI_10
15969,place,"Virginia,London,UK,Detroit,Michigan,Afghanistan,Russia,Laurel,",date,"1999,2002,",0.02392816167421377000,FBI_08
15970,place,"Windsor,Ontario,Canada,Virginia,Newark,London,UK,Detroit,Michigan,Afghanistan,Heathrow Airport,Laurel,Dulles International Airport,Dulles,Herndon,Roanoke,",date,"1 November, 2003,2002,",0.05062898866738313500,FBI_08
15971,place,"Virginia,London,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1999,2002,",0.00932251117708314200,FBI_08
15972,place,"Virginia,Egypt,Afghanistan,Laurel,Pakhtia,Khost,Jorm,Taloqan,Salang tunnel,",date,"2001,2002,",0.03157282834642059000,CIA_06
15973,place,"Virginia,Afghanistan,Laurel,",date,"1 November, 2003,1999,2001,2002,",0.00171442973344976400,FBI_08
15974,place,"Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Russia,",date,"1997,2002,",0.06004637850088572000,DIA_03
15975,place,"Detroit,Michigan,Afghanistan,Russia,",date,"1997,1999,2002,",0.01563817807964726000,FBI_20
15976,place,"New Jersey,Detroit,Michigan,Russia,Chicago,Illinois,",date,"1999,1992,",0.03888261038951507000,CIA_16
15977,place,"Windsor,Ontario,Canada,Santo Domingo,Dominican Republic,New Jersey,Newark,Detroit,Michigan,Columbia,",date,"1 November, 2003,1992,",0.13442158732912557000,CIA_16
15978,place,"Windsor,Ontario,Canada,Cuba,Newark,Havana,Detroit,Michigan,Moscow,Russia,",date,"1992,2002,",0.01066129329260993500,CIA_16
15979,place,"Windsor,Ontario,Canada,Detroit,Michigan,Russia,",date,"1997,1992,2002,",0.04363680336543610000,DIA_03
15980,place,"Detroit,Michigan,Russia,",date,"1997,1999,1992,2002,",0.01526280224675050000,FBI_20
15981,place,"New York,Virginia,New Jersey,Columbia,224 Paulson Ave.,Clifton,Laurel,",date,"1 November, 2003,1991,",0.29123523065816304000,FBI_35
15982,place,"Cuba,New Jersey,Calamar,Columbia,224 Paulson Ave.,Clifton,",date,"2 January, 2004,1991,",0.08432227740283679000,FBI_19
15983,place,"Virginia,Cuba,Havana,Laurel,",date,"2002,1991,",0.06694131450607820000,FBI_08
15984,place,"Cuba,New Jersey,Havana,Columbia,Caribbean,",date,"1992,1991,",0.23933734545983895000,CIA_03
15985,place,"Bahamas,New Jersey,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Russia,Chicago,Illinois,224 Paulson Ave.,Clifton,Baker St.,London Heathrow,Yemen,",date,"1999,1993,",0.08896331251019063000,CIA_10
15986,place,"New Jersey,London,UK,Afghanistan,224 Paulson Ave.,Clifton,",date,"1 November, 2003,1999,1993,",0.03291365033342339000,CIA_10
15987,place,"Pakistan,New Jersey,Afghanistan,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,",date,"1993,2001,",0.01918860815898863000,FBI_14
15988,place,"New Jersey,Afghanistan,224 Paulson Ave.,Clifton,",date,"1 November, 2003,1999,1993,2001,",0.00183565175274850110,FBI_14
15989,place,"Cuba,London,UK,Afghanistan,Moscow,Russia,",date,"1993,2002,",0.01607920808190362000,CIA_10
15990,place,"London,UK,Afghanistan,Russia,",date,"1999,1993,2002,",0.00553201802902520300,CIA_10
15991,place,"Cuba,New Jersey,Moscow,Russia,Chicago,Illinois,Middle East,South America,Saratov,Europe,",date,"1992,1993,",0.03010468242322115000,CIA_31
